646,646,-604,-604,224,224,233,233,-567,-567,-547,-547,245,245,250,250,-563,-563,264,264,253,253,253,253,256,256,-558,-558,261,261,257,257,-552,-552,-551,-551,255,255,256,256,263,263,-551,-551,264,264,259,259,259,259,-552,-552,261,261,258,258,-554,-554,263,263,259,259,262,262,-555,-555,-554,-554,263,263,262,262,-552,-552,-554,-554,264,264,262,262,-554,-554,262,262,264,264,267,267,-549,-549,260,260,264,264,265,265,267,267,260,260,268,268,265,265,-545,-545,270,270,266,266,267,267,-544,-544,-554,-554,271,271,268,268,-531,-531,278,278,291,291,321,321
-81,-81,165,165,235,235,234,234,213,213,-598,-598,232,232,236,236,222,222,-577,-577,234,234,231,231,234,234,231,231,-578,-578,234,234,-589,-589,-588,-588,231,231,231,231,-579,-579,-584,-584,-583,-583,232,232,231,231,-585,-585,-582,-582,234,234,236,236,231,231,229,229,234,234,232,232,-582,-582,232,232,231,231,234,234,-581,-581,232,232,230,230,-581,-581,-587,-587,230,230,231,231,236,236,-586,-586,230,230,230,230,228,228,-586,-586,228,228,232,232,238,238,227,227,230,230,228,228,238,238,-569,-569,225,225,227,227,249,249,224,224,223,223,217,217
