207,207,908,908,-403,-403,49,49,637,637,426,426,728,728,266,266,384,384,-235,-235,51,51,-420,-420,-831,-831,1462,1462,-723,-723,-525,-525,124,124,161,161,-144,-144,-209,-209,777,777,302,302,71,71,485,485,1079,1079,-16,-16,297,297,-68,-68,572,572,951,951,504,504,-673,-673,-309,-309,865,865,-452,-452,144,144,94,94,913,913,25,25,99,99,-200,-200,100,100,2077,2077,650,650,716,716,393,393,-402,-402,1292,1292,-4395,-4395,-281,-281,508,508,130,130,543,543,1222,1222,-672,-672,284,284,-78,-78,256,256,477,477,510,510,-103,-103,634,634,-433,-433,-486,-486
140,140,413,413,522,522,-232,-232,-105,-105,-452,-452,-149,-149,529,529,-913,-913,-601,-601,-243,-243,1045,1045,-598,-598,-667,-667,-210,-210,-347,-347,-1917,-1917,234,234,-110,-110,-150,-150,36,36,-460,-460,442,442,236,236,-6,-6,-364,-364,-1156,-1156,-389,-389,-710,-710,-188,-188,507,507,-838,-838,966,966,930,930,-70,-70,-505,-505,194,194,-1311,-1311,654,654,801,801,307,307,-827,-827,-360,-360,531,531,137,137,-287,-287,777,777,-486,-486,1772,1772,207,207,-129,-129,-25,-25,-468,-468,62,62,-207,-207,116,116,-543,-543,15,15,908,908,716,716,875,875,-1221,-1221,864,864,1019,1019
